order_id,customer_id,warehouse_id,workflow_type,preparation_time_min,packing_accuracy_pct,delivery_complaints,amount,status,signup_date,revenue,preparation_rate_per_hour,packing_accuracy_tier,delivery_complaint_quartile,packing_accuracy_score,preparation_speed_score,delivery_complaint_score,workflow_failure_score,warehouse_health_score
1541,2553,W2,Picking,22.08,96.26,1,333.09,completed,2025-09-03,333.09,2.72,Good,Q3,9.63,0.68,7.5,0,69.2
1542,3342,W2,Picking,16.1,96.58,1,383.18,completed,2024-01-08,383.18,3.73,Good,Q3,9.66,0.93,7.5,0,69.9
1543,1282,W4,Picking,21.31,96.5,3,755.22,failed,2023-12-29,,2.82,Good,Q4,9.65,0.7,2.5,10,41.8
1544,3739,W2,Sorting,12.03,89.98,1,795.75,completed,2024-02-08,795.75,4.99,Fair,Q3,9.0,1.25,7.5,0,68.4
1545,3417,W3,Sorting,21.38,91.37,0,28.32,completed,2025-05-05,28.32,2.81,Fair,Q2,9.14,0.7,10.0,0,73.7
1546,1096,W2,Sorting,16.41,89.46,2,449.56,cancelled,2025-09-29,,3.66,Fair,Q4,8.95,0.91,5.0,10,46.1
1547,4071,W3,Packaging,17.9,98.01,0,48.78,completed,2025-07-27,48.78,3.35,Excellent,Q2,9.8,0.84,10.0,0,76.4
1548,4009,W1,Sorting,20.48,100.0,3,536.18,completed,2026-03-20,536.18,2.93,Excellent,Q4,10.0,0.73,2.5,0,58.1
1549,2374,W1,Sorting,22.84,90.59,3,596.87,completed,2025-01-21,596.87,2.63,Fair,Q4,9.06,0.66,2.5,0,54.6
1550,3262,W5,Packing,23.27,83.36,4,615.46,completed,2024-01-31,615.46,2.58,Poor,Q4,8.34,0.64,0,0,45.8
1551,3084,W4,Sorting,27.78,89.06,2,281.04,completed,2023-08-21,281.04,2.16,Fair,Q4,8.91,0.54,5.0,0,60.0
1552,1630,W1,Packaging,20.76,96.73,1,326.78,pending,2026-03-17,,2.89,Good,Q3,9.67,0.72,7.5,5,61.9
1553,1639,W2,Picking,19.62,92.84,2,530.58,cancelled,2026-04-08,,3.06,Good,Q4,9.28,0.76,5.0,10,46.9
1554,1817,W4,Sorting,8.74,95.31,1,602.96,pending,2023-06-16,,6.86,Good,Q3,9.53,1.72,7.5,5,63.9
1555,2584,W2,Picking,23.27,95.12,1,613.68,completed,2024-10-18,613.68,2.58,Good,Q3,9.51,0.64,7.5,0,68.6
1556,1762,W5,Packaging,17.84,93.37,5,520.56,completed,2025-08-18,520.56,3.36,Good,Q4,9.34,0.84,0,0,49.8
1557,3356,W3,Picking,14.37,96.32,1,748.28,completed,2024-01-23,748.28,4.18,Good,Q3,9.63,1.04,7.5,0,70.1
1558,2616,W1,Picking,15.17,100.0,0,205.14,completed,2026-04-28,205.14,3.96,Excellent,Q2,10.0,0.99,10.0,0,77.5
1559,3682,W3,Packing,17.04,97.81,2,458.01,completed,2024-05-30,458.01,3.52,Excellent,Q4,9.78,0.88,5.0,0,63.9
1560,3538,W3,Packaging,10.32,97.99,1,626.98,completed,2025-05-30,626.98,5.81,Excellent,Q3,9.8,1.45,7.5,0,71.7
1561,3789,W1,Packing,17.52,92.88,0,316.84,completed,2026-05-25,316.84,3.42,Good,Q2,9.29,0.86,10.0,0,74.7
1562,2517,W1,Sorting,12.94,91.22,2,692.16,pending,2025-10-20,,4.64,Fair,Q4,9.12,1.16,5.0,5,54.8
1563,2904,W3,Packing,21.45,93.69,0,309.67,completed,2025-08-03,309.67,2.8,Good,Q2,9.37,0.7,10.0,0,74.5
1564,4074,W3,Packing,17.43,97.24,0,133.64,completed,2025-02-28,133.64,3.44,Excellent,Q2,9.72,0.86,10.0,0,76.2
1565,2779,W4,Picking,16.37,94.39,1,320.37,cancelled,2023-12-20,,3.67,Good,Q3,9.44,0.92,7.5,10,54.1
1566,1810,W2,Packaging,17.93,95.5,1,241.19,completed,2023-02-14,241.19,3.35,Good,Q3,9.55,0.84,7.5,0,69.3
1567,3044,W4,Packing,21.71,88.62,0,521.7,completed,2025-06-05,521.7,2.76,Fair,Q2,8.86,0.69,10.0,0,72.7
1568,2324,W4,Packaging,19.6,94.51,0,103.52,completed,2025-09-03,103.52,3.06,Good,Q2,9.45,0.77,10.0,0,75.0
1569,3586,W5,Sorting,17.0,86.25,2,813.98,completed,2023-11-21,813.98,3.53,Fair,Q4,8.62,0.88,5.0,0,59.9
1570,2154,W3,Sorting,25.08,90.06,1,123.07,completed,2024-11-29,123.07,2.39,Fair,Q3,9.01,0.6,7.5,0,66.8
1571,2336,W3,Packaging,19.37,94.33,0,189.9,completed,2024-04-23,189.9,3.1,Good,Q2,9.43,0.77,10.0,0,74.9
1572,1796,W3,Packing,19.9,88.76,0,291.44,pending,2023-09-18,,3.02,Fair,Q2,8.88,0.75,10.0,5,65.5
1573,2283,W3,Packaging,10.52,89.95,1,758.62,completed,2025-11-12,758.62,5.7,Fair,Q3,9.0,1.43,7.5,0,68.8
1574,3468,W1,Packing,24.04,93.43,0,424.94,pending,2024-06-28,,2.5,Good,Q2,9.34,0.62,10.0,5,66.7
1575,2940,W1,Packing,20.6,100.0,0,664.43,completed,2024-05-20,664.43,2.91,Excellent,Q2,10.0,0.73,10.0,0,76.8
1576,2117,W2,Picking,14.18,94.88,0,137.01,completed,2024-10-17,137.01,4.23,Good,Q2,9.49,1.06,10.0,0,75.9
1577,1493,W4,Sorting,9.12,92.01,0,513.99,completed,2024-08-28,513.99,6.58,Good,Q2,9.2,1.64,10.0,0,76.3
1578,3869,W1,Packaging,7.02,92.48,0,328.97,completed,2023-01-23,328.97,8.55,Good,Q2,9.25,2.14,10.0,0,77.7
1579,4177,W3,Sorting,19.05,92.83,0,322.81,completed,2023-10-30,322.81,3.15,Good,Q2,9.28,0.79,10.0,0,74.5
1580,2120,W4,Packing,12.89,89.9,0,104.97,completed,2025-07-22,104.97,4.65,Fair,Q2,8.99,1.16,10.0,0,74.4
1581,2337,W3,Packaging,14.75,95.29,3,118.47,completed,2026-02-05,118.47,4.07,Good,Q4,9.53,1.02,2.5,0,57.2
1582,2778,W4,Sorting,27.23,95.61,0,36.26,completed,2024-10-25,36.26,2.2,Good,Q2,9.56,0.55,10.0,0,74.8
1583,3095,W4,Packaging,17.08,95.49,0,489.72,completed,2023-04-25,489.72,3.51,Good,Q2,9.55,0.88,10.0,0,75.6
1584,3923,W2,Packing,26.92,92.19,2,451.52,completed,2024-04-26,451.52,2.23,Good,Q4,9.22,0.56,5.0,0,61.2
1585,3149,W1,Sorting,16.09,96.31,1,470.17,failed,2025-05-02,,3.73,Good,Q3,9.63,0.93,7.5,10,54.8
1586,4124,W4,Packaging,10.58,98.71,1,147.82,completed,2024-06-18,147.82,5.67,Excellent,Q3,9.87,1.42,7.5,0,71.8
1587,1172,W2,Packaging,19.55,90.19,0,414.71,completed,2024-03-24,414.71,3.07,Fair,Q2,9.02,0.77,10.0,0,73.5
1588,3598,W2,Packaging,13.96,93.28,2,338.58,failed,2025-03-21,,4.3,Good,Q4,9.33,1.07,5.0,10,47.8
1589,1855,W1,Sorting,15.06,87.39,1,507.37,completed,2024-04-15,507.37,3.98,Fair,Q3,8.74,1.0,7.5,0,66.8
1590,4395,W5,Packing,21.16,87.03,0,322.38,completed,2023-12-03,322.38,2.84,Fair,Q2,8.7,0.71,10.0,0,72.2
1591,2590,W4,Packaging,23.42,96.66,0,327.54,completed,2023-11-24,327.54,2.56,Good,Q2,9.67,0.64,10.0,0,75.4
1592,2168,W2,Sorting,19.06,86.85,2,114.5,completed,2025-07-13,114.5,3.15,Fair,Q4,8.68,0.79,5.0,0,59.9
1593,4295,W1,Packing,14.12,90.7,0,49.79,completed,2023-08-07,49.79,4.25,Fair,Q2,9.07,1.06,10.0,0,74.4
1594,1877,W2,Packaging,21.79,90.7,0,590.94,pending,2026-04-29,,2.75,Fair,Q2,9.07,0.69,10.0,5,66.0
1595,1097,W3,Sorting,17.24,89.58,3,196.03,completed,2024-09-26,196.03,3.48,Fair,Q4,8.96,0.87,2.5,0,54.8
1596,2591,W1,Packaging,10.87,97.24,0,805.57,pending,2024-11-01,,5.52,Excellent,Q2,9.72,1.38,10.0,5,70.0
1597,2017,W4,Packing,19.95,99.51,0,838.96,completed,2023-06-09,838.96,3.01,Excellent,Q2,9.95,0.75,10.0,0,76.7
1598,2123,W5,Picking,18.27,94.64,0,730.73,cancelled,2023-01-01,,3.28,Good,Q2,9.46,0.82,10.0,10,60.2
1599,2733,W3,Packing,15.52,92.72,2,174.31,completed,2025-02-02,174.31,3.87,Good,Q4,9.27,0.97,5.0,0,62.4
1600,2237,W1,Sorting,19.95,99.59,1,765.27,completed,2023-10-18,765.27,3.01,Excellent,Q3,9.96,0.75,7.5,0,70.5
1601,3792,W3,Packing,25.02,89.03,2,636.46,failed,2023-03-04,,2.4,Fair,Q4,8.9,0.6,5.0,10,45.1
1602,3374,W4,Packaging,27.17,98.91,1,741.28,completed,2026-02-15,741.28,2.21,Excellent,Q3,9.89,0.55,7.5,0,69.7
1603,2545,W3,Sorting,17.73,91.34,1,346.95,completed,2023-03-03,346.95,3.38,Fair,Q3,9.13,0.85,7.5,0,67.8
1604,1180,W1,Packing,14.35,92.18,1,26.08,completed,2023-05-10,26.08,4.18,Good,Q3,9.22,1.05,7.5,0,68.6
1605,3824,W3,Sorting,20.55,94.92,0,172.04,completed,2025-07-06,172.04,2.92,Good,Q2,9.49,0.73,10.0,0,75.0
1606,3001,W1,Picking,4.49,99.49,0,810.04,cancelled,2024-04-19,,13.36,Excellent,Q2,9.95,3.34,10.0,10,68.2
1607,2520,W1,Sorting,14.3,90.25,0,564.93,completed,2026-02-02,564.93,4.2,Fair,Q2,9.03,1.05,10.0,0,74.2
1608,2524,W5,Packaging,21.51,86.88,0,499.48,completed,2025-08-15,499.48,2.79,Fair,Q2,8.69,0.7,10.0,0,72.2
1609,1354,W3,Sorting,14.5,84.48,0,817.76,completed,2026-05-18,817.76,4.14,Poor,Q2,8.45,1.03,10.0,0,72.2
1610,3786,W3,Packaging,13.03,91.77,2,644.34,completed,2023-12-03,644.34,4.6,Fair,Q4,9.18,1.15,5.0,0,62.5
1611,1653,W1,Sorting,23.25,88.48,0,709.73,completed,2026-03-20,709.73,2.58,Fair,Q2,8.85,0.65,10.0,0,72.6
1612,3053,W2,Packaging,16.37,85.08,3,750.4,pending,2026-01-19,,3.67,Fair,Q4,8.51,0.92,2.5,5,45.8
1613,4226,W1,Picking,15.61,100.0,2,586.15,completed,2024-11-16,586.15,3.84,Excellent,Q4,10.0,0.96,5.0,0,64.9
1614,3142,W4,Picking,12.29,100.0,0,797.33,completed,2025-03-15,797.33,4.88,Excellent,Q2,10.0,1.22,10.0,0,78.0
1615,3842,W2,Sorting,16.14,77.31,2,145.01,pending,2024-01-21,,3.72,Poor,Q4,7.73,0.93,5.0,5,49.4
1616,4095,W1,Picking,22.9,100.0,0,270.97,completed,2025-04-11,270.97,2.62,Excellent,Q2,10.0,0.66,10.0,0,76.7
1617,1760,W3,Packaging,25.14,98.79,1,116.1,completed,2023-05-27,116.1,2.39,Excellent,Q3,9.88,0.6,7.5,0,69.8
1618,1043,W1,Sorting,18.98,99.86,3,567.42,completed,2026-05-08,567.42,3.16,Excellent,Q4,9.99,0.79,2.5,0,58.2
1619,1171,W3,Sorting,20.77,95.99,0,528.36,completed,2025-10-03,528.36,2.89,Good,Q2,9.6,0.72,10.0,0,75.4
1620,2571,W1,Packing,14.55,100.0,1,734.08,completed,2026-01-08,734.08,4.12,Excellent,Q3,10.0,1.03,7.5,0,71.3
1621,1158,W1,Packing,14.22,92.05,2,37.82,completed,2025-09-25,37.82,4.22,Good,Q4,9.21,1.05,5.0,0,62.4
1622,3585,W1,Packing,16.56,97.11,1,708.58,completed,2023-07-12,708.58,3.62,Excellent,Q3,9.71,0.91,7.5,0,70.0
1623,4500,W4,Packing,17.78,100.0,2,663.93,pending,2025-07-13,,3.37,Excellent,Q4,10.0,0.84,5.0,5,57.1
1624,1115,W2,Packing,21.52,87.93,0,578.83,completed,2025-11-02,578.83,2.79,Fair,Q2,8.79,0.7,10.0,0,72.5
1625,1199,W4,Picking,7.68,99.62,0,560.84,completed,2024-06-02,560.84,7.81,Excellent,Q2,9.96,1.95,10.0,0,79.7
1626,1666,W5,Picking,27.15,82.69,1,259.98,completed,2023-03-23,259.98,2.21,Poor,Q3,8.27,0.55,7.5,0,64.1
1627,2586,W3,Sorting,14.31,82.2,2,222.95,completed,2023-12-28,222.95,4.19,Poor,Q4,8.22,1.05,5.0,0,58.9
1628,3020,W4,Picking,17.86,99.53,3,502.28,completed,2024-04-13,502.28,3.36,Excellent,Q4,9.95,0.84,2.5,0,58.2
1629,2501,W4,Picking,20.47,100.0,2,380.81,completed,2025-05-30,380.81,2.93,Excellent,Q4,10.0,0.73,5.0,0,64.3
1630,3282,W1,Sorting,16.69,96.36,2,247.88,completed,2025-05-14,247.88,3.59,Good,Q4,9.64,0.9,5.0,0,63.5
1631,1563,W1,Picking,21.12,93.19,0,218.1,completed,2023-09-05,218.1,2.84,Good,Q2,9.32,0.71,10.0,0,74.4
1632,3236,W1,Packaging,17.94,96.52,1,565.98,completed,2025-02-03,565.98,3.34,Good,Q3,9.65,0.84,7.5,0,69.6
1633,1829,W5,Sorting,29.99,85.74,1,48.2,completed,2023-10-29,48.2,2.0,Fair,Q3,8.57,0.5,7.5,0,65.0
1634,1049,W3,Packaging,16.38,91.62,1,441.01,pending,2023-08-19,,3.66,Fair,Q3,9.16,0.92,7.5,5,60.6
1635,4281,W5,Sorting,33.09,87.26,4,733.59,completed,2024-03-13,733.59,1.81,Fair,Q4,8.73,0.45,0,0,46.7
1636,3568,W2,Packing,29.14,90.65,2,476.78,completed,2026-01-13,476.78,2.06,Fair,Q4,9.07,0.51,5.0,0,60.5
1637,1297,W1,Packaging,18.76,93.75,1,841.54,completed,2026-03-05,841.54,3.2,Good,Q3,9.38,0.8,7.5,0,68.6
1638,4391,W2,Packaging,14.31,86.2,2,797.9,completed,2024-06-21,797.9,4.19,Fair,Q4,8.62,1.05,5.0,0,60.3
1639,2530,W4,Picking,19.44,99.14,0,621.62,pending,2025-03-11,,3.09,Excellent,Q2,9.91,0.77,10.0,5,69.1
1640,2665,W4,Packaging,18.41,100.0,2,675.04,pending,2023-11-19,,3.26,Excellent,Q4,10.0,0.81,5.0,5,57.0
1641,4182,W2,Sorting,27.83,90.76,0,603.24,completed,2023-10-26,603.24,2.16,Fair,Q2,9.08,0.54,10.0,0,73.1
1642,2398,W1,Sorting,21.99,91.68,3,838.88,completed,2024-09-13,838.88,2.73,Fair,Q4,9.17,0.68,2.5,0,55.0
1643,3414,W5,Sorting,26.26,83.25,0,715.99,cancelled,2026-02-21,,2.28,Poor,Q2,8.32,0.57,10.0,10,55.5
1644,3117,W5,Packaging,21.65,93.4,2,300.91,completed,2026-06-16,300.91,2.77,Good,Q4,9.34,0.69,5.0,0,61.9
1645,2327,W1,Sorting,28.13,89.52,0,788.89,completed,2024-05-05,788.89,2.13,Fair,Q2,8.95,0.53,10.0,0,72.6
1646,2685,W5,Packaging,18.99,86.91,4,447.26,completed,2024-07-24,447.26,3.16,Fair,Q4,8.69,0.79,0,0,47.4
1647,1778,W3,Packing,20.8,98.8,1,589.76,completed,2025-01-10,589.76,2.88,Excellent,Q3,9.88,0.72,7.5,0,70.1
1648,3960,W5,Sorting,14.04,82.09,2,112.87,completed,2024-08-19,112.87,4.27,Poor,Q4,8.21,1.07,5.0,0,58.9
1649,2604,W2,Packaging,16.97,88.3,3,328.12,completed,2025-09-18,328.12,3.54,Fair,Q4,8.83,0.88,2.5,0,54.4
1650,2542,W3,Packing,12.28,97.01,2,225.87,completed,2026-02-01,225.87,4.89,Excellent,Q4,9.7,1.22,5.0,0,64.5
1651,4363,W4,Picking,16.66,95.36,0,474.79,completed,2024-07-21,474.79,3.6,Good,Q2,9.54,0.9,10.0,0,75.6
1652,3438,W5,Packing,21.96,92.61,2,834.72,completed,2023-08-10,834.72,2.73,Good,Q4,9.26,0.68,5.0,0,61.6
1653,4470,W4,Packing,19.31,97.22,0,60.51,completed,2023-05-24,60.51,3.11,Excellent,Q2,9.72,0.78,10.0,0,76.0
1654,3812,W3,Picking,23.28,95.59,3,788.0,completed,2025-05-16,788.0,2.58,Good,Q4,9.56,0.64,2.5,0,56.3
1655,2760,W2,Picking,18.16,92.57,0,246.44,cancelled,2024-05-07,,3.3,Good,Q2,9.26,0.83,10.0,10,59.5
1656,4443,W2,Packaging,25.96,88.15,1,476.43,completed,2024-04-29,476.43,2.31,Fair,Q3,8.82,0.58,7.5,0,66.1
1657,3524,W2,Picking,17.37,95.37,2,184.62,completed,2023-02-05,184.62,3.45,Good,Q4,9.54,0.86,5.0,0,63.0
1658,1510,W2,Picking,10.03,84.65,0,690.97,completed,2023-07-15,690.97,5.98,Poor,Q2,8.46,1.5,10.0,0,73.4
1659,1978,W2,Packing,17.69,90.71,2,104.67,completed,2024-09-23,104.67,3.39,Fair,Q4,9.07,0.85,5.0,0,61.4
1660,2819,W4,Packing,20.13,96.37,3,356.13,completed,2025-06-25,356.13,2.98,Good,Q4,9.64,0.75,2.5,0,56.9
1661,2788,W2,Packing,20.6,89.24,1,577.21,cancelled,2025-12-09,,2.91,Fair,Q3,8.92,0.73,7.5,10,51.8
1662,1841,W3,Sorting,16.03,87.94,1,384.23,completed,2025-02-02,384.23,3.74,Fair,Q3,8.79,0.94,7.5,0,66.9
1663,2659,W2,Picking,17.26,89.1,1,277.37,completed,2024-07-15,277.37,3.48,Fair,Q3,8.91,0.87,7.5,0,67.1
1664,3811,W2,Sorting,18.49,82.34,3,817.15,cancelled,2026-02-27,,3.24,Poor,Q4,8.23,0.81,2.5,10,37.1
1665,3966,W2,Picking,20.34,89.03,0,424.95,completed,2025-07-01,424.95,2.95,Fair,Q2,8.9,0.74,10.0,0,73.0
1666,2064,W4,Picking,19.25,96.37,1,776.18,completed,2025-09-07,776.18,3.12,Good,Q3,9.64,0.78,7.5,0,69.4
1667,2562,W2,Packaging,14.82,88.53,0,45.3,completed,2025-01-16,45.3,4.05,Fair,Q2,8.85,1.01,10.0,0,73.5
1668,1205,W1,Packaging,16.36,97.02,0,595.59,completed,2024-05-27,595.59,3.67,Excellent,Q2,9.7,0.92,10.0,0,76.2
1669,2276,W1,Sorting,16.15,100.0,0,206.29,completed,2023-12-08,206.29,3.72,Excellent,Q2,10.0,0.93,10.0,0,77.3
1670,4212,W5,Picking,30.75,92.4,1,561.61,completed,2023-12-27,561.61,1.95,Good,Q3,9.24,0.49,7.5,0,67.3
1671,1275,W3,Packing,21.1,91.9,1,609.96,failed,2023-07-27,,2.84,Fair,Q3,9.19,0.71,7.5,10,52.7
1672,1732,W3,Packaging,14.52,95.52,0,323.06,completed,2023-11-09,323.06,4.13,Good,Q2,9.55,1.03,10.0,0,76.0
1673,3066,W5,Packaging,30.82,89.93,1,32.3,completed,2023-04-27,32.3,1.95,Fair,Q3,8.99,0.49,7.5,0,66.4
1674,3494,W4,Packaging,10.43,88.8,1,217.01,completed,2025-01-22,217.01,5.75,Fair,Q3,8.88,1.44,7.5,0,68.4
1675,1173,W5,Sorting,15.24,88.56,1,521.02,completed,2023-05-18,521.02,3.94,Fair,Q3,8.86,0.98,7.5,0,67.2
1676,2617,W4,Packaging,13.5,89.45,1,580.73,completed,2026-02-01,580.73,4.44,Fair,Q3,8.95,1.11,7.5,0,67.8
1677,4430,W5,Packing,14.54,89.8,0,497.19,cancelled,2025-04-09,,4.13,Fair,Q2,8.98,1.03,10.0,10,59.0
1678,1300,W3,Packing,17.12,95.0,0,45.41,completed,2026-05-13,45.41,3.5,Good,Q2,9.5,0.88,10.0,0,75.5
1679,4073,W3,Sorting,23.45,89.68,1,421.83,completed,2023-02-02,421.83,2.56,Fair,Q3,8.97,0.64,7.5,0,66.7
1680,4107,W2,Packing,21.65,90.11,0,508.01,pending,2023-10-14,,2.77,Fair,Q2,9.01,0.69,10.0,5,65.8
1681,2905,W3,Packing,21.77,93.99,0,404.4,completed,2025-01-30,404.4,2.76,Good,Q2,9.4,0.69,10.0,0,74.6
1682,3621,W2,Packing,22.76,93.01,1,136.52,completed,2023-07-27,136.52,2.64,Good,Q3,9.3,0.66,7.5,0,68.0
1683,2453,W3,Sorting,14.58,92.76,0,514.53,completed,2025-11-15,514.53,4.12,Good,Q2,9.28,1.03,10.0,0,75.1
1684,2357,W5,Packing,17.22,96.3,1,71.58,completed,2024-02-01,71.58,3.48,Good,Q3,9.63,0.87,7.5,0,69.6
1685,3583,W3,Packaging,24.24,98.53,0,440.44,completed,2025-12-03,440.44,2.48,Excellent,Q2,9.85,0.62,10.0,0,76.0
1686,2337,W3,Picking,15.74,93.62,2,304.68,completed,2024-08-06,304.68,3.81,Good,Q4,9.36,0.95,5.0,0,62.6
1687,3729,W3,Picking,7.5,92.15,0,444.17,pending,2026-01-27,,8.0,Good,Q2,9.22,2.0,10.0,5,69.8
1688,3925,W5,Picking,14.48,95.56,3,290.68,failed,2025-06-19,,4.14,Good,Q4,9.56,1.04,2.5,10,42.3
1689,2240,W3,Packaging,19.5,93.7,0,49.98,completed,2023-01-25,49.98,3.08,Good,Q2,9.37,0.77,10.0,0,74.7
1690,2748,W2,Packaging,23.34,93.49,3,752.44,completed,2026-01-25,752.44,2.57,Good,Q4,9.35,0.64,2.5,0,55.6
1691,4223,W5,Sorting,26.56,98.71,2,622.24,failed,2023-05-16,,2.26,Excellent,Q4,9.87,0.56,5.0,10,48.4
1692,3741,W2,Packing,21.78,93.12,3,110.39,cancelled,2025-07-30,,2.75,Good,Q4,9.31,0.69,2.5,10,40.6
1693,2354,W3,Sorting,23.11,91.05,0,695.01,cancelled,2024-10-30,,2.6,Fair,Q2,9.11,0.65,10.0,10,58.5
1694,4302,W5,Packaging,17.23,92.23,0,584.97,completed,2026-05-01,584.97,3.48,Good,Q2,9.22,0.87,10.0,0,74.4
1695,2657,W2,Packaging,16.35,92.29,2,827.26,pending,2023-04-16,,3.67,Good,Q4,9.23,0.92,5.0,5,54.6
1696,4459,W5,Sorting,21.24,86.44,4,478.44,pending,2024-03-24,,2.82,Fair,Q4,8.64,0.71,0,5,39.5
1697,3320,W2,Packing,27.51,87.33,0,348.88,cancelled,2024-11-09,,2.18,Fair,Q2,8.73,0.55,10.0,10,56.9
1698,4174,W3,Picking,16.21,89.43,0,568.51,completed,2024-10-04,568.51,3.7,Fair,Q2,8.94,0.93,10.0,0,73.6
1699,2261,W1,Packing,12.89,96.31,2,324.27,completed,2024-04-27,324.27,4.65,Good,Q4,9.63,1.16,5.0,0,64.1
1700,1963,W4,Packing,16.39,93.29,1,374.14,cancelled,2024-08-09,,3.66,Good,Q3,9.33,0.92,7.5,10,53.7
1701,4020,W2,Packaging,14.52,87.9,1,83.73,completed,2023-01-18,83.73,4.13,Fair,Q3,8.79,1.03,7.5,0,67.1
1702,3654,W2,Packing,18.76,98.96,3,689.76,completed,2023-11-08,689.76,3.2,Excellent,Q4,9.9,0.8,2.5,0,57.9
1703,3867,W1,Picking,19.86,97.98,1,781.6,completed,2025-01-01,781.6,3.02,Excellent,Q3,9.8,0.76,7.5,0,70.0
1704,3387,W5,Picking,13.53,94.1,0,47.52,completed,2023-06-18,47.52,4.43,Good,Q2,9.41,1.11,10.0,0,75.7
1705,3430,W1,Picking,16.88,99.58,0,104.79,pending,2024-08-19,,3.55,Excellent,Q2,9.96,0.89,10.0,5,69.6
1706,2064,W5,Picking,29.85,90.99,2,521.15,pending,2023-11-19,,2.01,Fair,Q4,9.1,0.5,5.0,5,53.1
1707,2936,W5,Picking,20.47,94.52,0,150.94,completed,2025-07-15,150.94,2.93,Good,Q2,9.45,0.73,10.0,0,74.9
1708,1963,W3,Sorting,22.22,90.79,0,688.82,completed,2024-09-25,688.82,2.7,Fair,Q2,9.08,0.68,10.0,0,73.5
1709,1441,W3,Packaging,19.33,96.47,2,113.29,completed,2025-07-08,113.29,3.1,Good,Q4,9.65,0.78,5.0,0,63.2
1710,1979,W2,Packaging,23.19,90.27,2,282.16,pending,2025-09-13,,2.59,Fair,Q4,9.03,0.65,5.0,5,53.2
1711,1859,W4,Packing,9.63,87.97,0,797.76,completed,2025-08-27,797.76,6.23,Fair,Q2,8.8,1.56,10.0,0,74.7
1712,4494,W1,Sorting,16.66,93.33,1,41.2,completed,2024-05-31,41.2,3.6,Good,Q3,9.33,0.9,7.5,0,68.7
1713,4341,W4,Packaging,3.71,98.77,1,390.43,pending,2024-10-31,,16.17,Excellent,Q3,9.88,4.04,7.5,5,70.9
1714,4208,W4,Sorting,8.46,93.78,0,168.61,failed,2023-12-03,,7.09,Good,Q2,9.38,1.77,10.0,10,62.3
1715,3028,W3,Packing,21.4,91.16,1,443.17,completed,2024-07-23,443.17,2.8,Fair,Q3,9.12,0.7,7.5,0,67.4
1716,4277,W2,Packaging,20.72,91.74,0,608.99,completed,2026-06-13,608.99,2.9,Fair,Q2,9.17,0.72,10.0,0,73.9
1717,3697,W3,Sorting,10.13,92.7,0,292.65,completed,2025-10-31,292.65,5.92,Good,Q2,9.27,1.48,10.0,0,76.1
1718,2781,W3,Packing,18.18,99.2,1,526.21,cancelled,2023-03-22,,3.3,Excellent,Q3,9.92,0.83,7.5,10,55.5
1719,4243,W4,Sorting,18.25,92.49,0,538.58,completed,2023-05-09,538.58,3.29,Good,Q2,9.25,0.82,10.0,0,74.4
1720,2290,W4,Packing,21.44,100.0,0,207.84,cancelled,2026-04-25,,2.8,Excellent,Q2,10.0,0.7,10.0,10,61.8
1721,2617,W2,Packing,28.19,85.17,2,498.94,completed,2024-06-27,498.94,2.13,Fair,Q4,8.52,0.53,5.0,0,58.6
1722,2761,W1,Packaging,10.21,99.67,0,346.48,completed,2023-04-08,346.48,5.88,Excellent,Q2,9.97,1.47,10.0,0,78.6
1723,4140,W1,Sorting,28.37,87.2,3,626.85,completed,2024-09-19,626.85,2.11,Fair,Q4,8.72,0.53,2.5,0,53.1
1724,4193,W5,Picking,20.83,86.97,0,476.22,completed,2023-08-26,476.22,2.88,Fair,Q2,8.7,0.72,10.0,0,72.2
1725,3649,W2,Packing,17.63,94.52,2,81.53,completed,2024-05-17,81.53,3.4,Good,Q4,9.45,0.85,5.0,0,62.7
1726,2197,W4,Picking,22.43,100.0,0,156.13,completed,2024-06-10,156.13,2.67,Excellent,Q2,10.0,0.67,10.0,0,76.7
1727,3221,W4,Packaging,17.25,98.69,3,273.43,cancelled,2026-01-28,,3.48,Excellent,Q4,9.87,0.87,2.5,10,43.0
1728,1981,W1,Picking,22.47,100.0,0,17.78,failed,2023-05-16,,2.67,Excellent,Q2,10.0,0.67,10.0,10,61.7
1729,1500,W3,Packaging,15.17,95.21,1,403.52,completed,2025-09-12,403.52,3.96,Good,Q3,9.52,0.99,7.5,0,69.5
1730,4303,W5,Sorting,14.15,85.71,2,162.29,pending,2024-01-23,,4.24,Fair,Q4,8.57,1.06,5.0,5,52.6
1731,1664,W5,Sorting,28.7,83.84,4,843.42,pending,2023-10-26,,2.09,Poor,Q4,8.38,0.52,0,5,38.1
1732,4101,W3,Packaging,15.97,93.63,0,842.58,completed,2024-12-20,842.58,3.76,Good,Q2,9.36,0.94,10.0,0,75.1
1733,1686,W1,Sorting,20.21,88.69,2,351.05,cancelled,2024-01-25,,2.97,Fair,Q4,8.87,0.74,5.0,10,45.4
1734,1928,W5,Packing,13.51,88.58,1,844.17,pending,2025-10-09,,4.44,Fair,Q3,8.86,1.11,7.5,5,60.0
1735,2455,W5,Packing,19.52,86.52,3,18.11,completed,2023-02-05,18.11,3.07,Fair,Q4,8.65,0.77,2.5,0,53.4
